source_pdf,pdf_date,page,image_file,width,height,format,text_above,text_below,nearest_heading,staging_path,page_image,classified,title,slug,insight
AMFX 09FEB24.pdf,2024-02-09,10,page_10_img_00.jpeg,1600,621,jpeg,"Underlying the worsening emotional symptoms from phone use are the associated 
chemical irregularities. Neuroimaging studies provide valuable insights into these changes. 
The figure below is from a 2021 study, “The Developing Brain in the Digital Era,” and 
depicts the disproportionate presence and competition between reward systems (red 
circles) and control systems (blue circles). A healthy brain would have an approximate 
balance between reward and control.[17] But in this image of a teen MMT’s brain, we see 
that reward systems have higher activation compared to control mechanisms.",Source: Frontiers Media [18],Underlying the worsening emotional symptoms from phone use are the associated ,amfx_09feb24/page_10_img_00.jpeg,amfx_09feb24/page_10.png,decorative,Brain Neuroimaging Comparison: Reward vs Control Systems in Adolescent Phone Use,brain-neuroimaging-reward-control-systems,"This neuroimaging visualization from a 2021 study demonstrates how excessive phone use in adolescents creates a neurochemical imbalance, with overactive reward systems (red) overwhelming control mechanisms (blue), illustrating the biological basis for smartphone addiction and emotional symptoms."
AMFX 09FEB24.pdf,2024-02-09,11,page_11_img_00.jpeg,1112,647,jpeg,"As the narrative of technology's influence on the neurocircuitry of the adolescent brain 
continues to unfold, one wonders when parents will wake up and put a stop to it.",Image: Adobe Stock,As the narrative of technology's influence on the neurocircuitry of the adolescent brain ,amfx_09feb24/page_11_img_00.jpeg,amfx_09feb24/page_11.png,decorative,Adolescent with Technology Influence,adolescent-brain-technology-narrative,A contemplative portrait illustrating the editorial discussion about technology's impact on adolescent brain development and parental awareness.
AMFX 12DEC25.pdf,2025-12-12,1,page_01_img_00.jpeg,400,527,jpeg,bdonnelly@spectramarkets.com,1999,bdonnelly@spectramarkets.com,amfx_12dec25/page_01_img_00.jpeg,amfx_12dec25/page_01.png,decorative,Pokemon TIME Magazine Cover - 1999,pokemon-time-magazine-cover-1999,"A 1999 TIME Magazine cover featuring Pokemon characters and discussing the cultural phenomenon's impact on children, used here as a decorative reference to illustrate market trends or cultural phenomena from that era."
AMFX 12DEC25.pdf,2025-12-12,1,page_01_img_01.jpeg,400,527,jpeg,1999,2004,1999,amfx_12dec25/page_01_img_01.jpeg,amfx_12dec25/page_01.png,decorative,TIME Magazine Cover - Overcoming Obesity in America,time-magazine-obesity-cover,"A magazine cover featuring a scale graphic illustrating the topic of obesity in America, used as a visual reference in the financial newsletter context rather than as analytical content."
AMFX 12DEC25.pdf,2025-12-12,1,page_01_img_02.jpeg,518,690,jpeg,1999,,1999,amfx_12dec25/page_01_img_02.jpeg,amfx_12dec25/page_01.png,decorative,TIME Magazine Person of the Year 2023 - Architects of AI,time-person-of-year-2023-ai-architects,"This is a TIME Magazine cover featuring the 2023 Person of the Year award recognizing the architects of AI, shown as a group of individuals seated above a cityscape, used as decorative context for a financial newsletter discussing AI developments."
AMFX 12DEC25.pdf,2025-12-12,2,page_02_img_00.png,746,841,png,"I searched all the Time Magazine Person of the Year covers for any corporate head, CEO, or industry as the winner. There 
are nine that fit the bill. In the interest of time, let’s cut right to it. Here are the covers and the stock performance into and 
after the cover came out.","The results mostly speak for themselves but let me make a few comments on particular years. 
 
1929: The Person of the Year was Owen Young, the Head of RCA. This one is pretty amazing especially 
if you’ve read 1929 by Andrew Ross Sorkin. RCA was at the center of the tech bubble that led to the 
Crash of 1929. It had already dumped by the end of 1929 but continued its collapse from there. Its 
founder and Chairman was Person of the Year. Awesome. Automobiles were another transformative 
technology in the 1920s bubble. That’s why 1928’s choice of Chrysler was also remarkably ill-timed. 
Interesting that Time chose 1929 imagery this year with the Empire State Building image.","I searched all the Time Magazine Person of the Year covers for any corporate head, CEO, or industry as the winner. There ",amfx_12dec25/page_02_img_00.png,amfx_12dec25/page_02.png,table,TIME Person of the Year Stock Performance: Corporate Leaders and Industries,time-person-of-year-stock-performance-analysis,"This table analyzes stock performance of companies featured in TIME Person of the Year covers when corporate leaders or industries were selected, showing that 88% of stocks rose during the cover year but 75% fell within two years, suggesting a potential contrarian indicator for investors."
AMFX 12DEC25.pdf,2025-12-12,3,page_03_img_00.jpeg,260,343,jpeg,"1982: The Person of the Year was “The Computer”. Results were mixed. Home-computer stocks (Apple, Commodore) 
tanked, while business-focused names (IBM) held up. I used an equal-weighted average of the six biggest players to 
track performance.","1997: The Person of the Year was Andrew Grove, CEO of Intel. This is the only situation where the stock was higher 
one year later. Intel roared right into the dotcom bubble peak in 2000. 
 
1999 and 2021: Both these covers were the exact top of huge spec bubbles. Both were put to rest by Fed hikes. 
 
If Fed pricing ever flips to hikes priced in 2026, you know what to do.","1982: The Person of the Year was “The Computer”. Results were mixed. Home-computer stocks (Apple, Commodore) ",amfx_12dec25/page_03_img_00.jpeg,amfx_12dec25/page_03.png,decorative,TIME Magazine Machine of the Year 1982 Cover,time-magazine-machine-of-year-1982,"Historical magazine cover featuring TIME's 1982 Person of the Year award to 'The Computer', used as a reference point to discuss how technology stocks performed following major cultural/media moments."
AMFX 12DEC25.pdf,2025-12-12,3,page_03_img_01.jpeg,713,391,jpeg,"1997: The Person of the Year was Andrew Grove, CEO of Intel. This is the only situation where the stock was higher 
one year later. Intel roared right into the dotcom bubble peak in 2000. 
 
1999 and 2021: Both these covers were the exact top of huge spec bubbles. Both were put to rest by Fed hikes. 
 
If Fed pricing ever flips to hikes priced in 2026, you know what to do.",3,"1997: The Person of the Year was Andrew Grove, CEO of Intel. This is the only situation where the stock was higher ",amfx_12dec25/page_03_img_01.jpeg,amfx_12dec25/page_03.png,decorative,TIME Magazine Person of the Year 1997 - Andrew Grove,time-magazine-person-of-year-1997-andrew-grove,"Magazine cover featuring Intel CEO Andrew Grove as TIME's Person of the Year in 1997, used to illustrate the dotcom bubble context and historical market timing patterns."
AMFX 12DEC25.pdf,2025-12-12,3,page_03_img_02.png,698,383,png,"1997: The Person of the Year was Andrew Grove, CEO of Intel. This is the only situation where the stock was higher 
one year later. Intel roared right into the dotcom bubble peak in 2000. 
 
1999 and 2021: Both these covers were the exact top of huge spec bubbles. Both were put to rest by Fed hikes. 
 
If Fed pricing ever flips to hikes priced in 2026, you know what to do.",3,"1997: The Person of the Year was Andrew Grove, CEO of Intel. This is the only situation where the stock was higher ",amfx_12dec25/page_03_img_02.png,amfx_12dec25/page_03.png,chart,"TSLA Weekly Price Chart, 2020 to 2023",tesla-weekly-2020-2023,"Shows Tesla's stock price trajectory from 2020 to 2023, illustrating a dramatic rise peaking around late 2021 (coinciding with Elon Musk's TIME Person of the Year cover) followed by a significant decline through 2023, exemplifying a speculative bubble driven by Fed policy cycles."
AMFX 12DEC25.pdf,2025-12-12,4,page_04_img_00.jpeg,764,691,jpeg,See it here: https://archive.computerhistory.org/resources/access/text/2023/06/102791369-05-01-acc.pdf,"Chart design and layout has improved a lot since 1987, however!",See it here: https://archive.computerhistory.org/resources/access/text/2023/06/102791369-05-01-acc.pdf,amfx_12dec25/page_04_img_00.jpeg,amfx_12dec25/page_04.png,table,Factors Influencing DEC's Market Share and Margins Gains,dec-market-share-margins-factors-table,"This table outlines negative and positive factors affecting DEC's ability to gain market share and maintain profitability, including competitive threats from IBM/HP and positive drivers like lower dollar and revenue growth."
AMFX 12DEC25.pdf,2025-12-12,5,page_05_img_00.jpeg,484,665,jpeg,,Final Thoughts,,amfx_12dec25/page_05_img_00.jpeg,amfx_12dec25/page_05.png,chart,Computer Hardware Industry Relative Price/Performance and 32-Bit Multi-User Micro Evolution,computer-hardware-price-performance-micro-evolution,"These charts illustrate the evolution of computer hardware pricing and performance across different manufacturers (IBM, DEC, Compaq, microVAX) and processor families (MOT, Intel, HP) from the late 1970s through the 1980s, showing how relative price-to-performance ratios changed as computing technology advanced."
AMFX 12DEC25.pdf,2025-12-12,6,page_06_img_00.png,1532,1114,png,Next week’s trading calendar,6,Next week’s trading calendar,amfx_12dec25/page_06_img_00.png,amfx_12dec25/page_06.png,table,"Next Week's Economic Calendar (December 15-19, 2025)",economic-calendar-week-dec-15-19-2025,"Weekly economic calendar showing key central bank interest rate decisions (BOE, ECB, Riksbank, Norges Bank, BOJ) and major economic data releases across multiple time zones with precise UTC times for traders."
AMFX 12JUN23.pdf,2023-06-12,1,page_01_img_00.png,654,797,png,6 ÷ 2(1+2) = x,,6 ÷ 2(1+2) = x,amfx_12jun23/page_01_img_00.png,amfx_12jun23/page_01.png,chart,EURGBP vs Germany/UK 10-year Rate Differential and GBPUSD vs UK/USA 10-year Rate Differential,eurgbp-gbpusd-rate-differential-analysis-jun-2023,"These dual charts illustrate the inverse relationship between currency pairs and interest rate differentials, with annotations highlighting the UK CPI release impact on both exchange rates in April 2023."
AMFX 12JUN23.pdf,2023-06-12,2,page_02_img_00.jpeg,1399,840,jpeg,"USDCAD vs. NYMEX Crude Oil (inverted), Hourly November 2022 to now","Note the current setup looks a lot like the big dump to 1.3300 in May (when oil remained weak). Then again, you could 
argue the correlation has been close to zero since the decouple in May and maybe oil doesn’t matter as much for CAD 
as it used to. Especially with credit trading well, VIX sub-15, and so on. I still think it matters, especially with USDCAD at 
the bottom of an epic range. 
 
It’s a tough call whether to hold it through US CPI. The disinflation narrative has certainly taken hold and so my guess is 
that a strong CPI will hit much harder than a soft one. Measures like Truflation and the Adobe Price Index are pointing to 
much lower inflation, but inflation calculations involve so many assumptions and inputs that to say one is more accurate 
or more “correct” than another is not particularly realistic. They’re all black boxes. We can predict the drop in the shelter 
component of CPI because it lags the real world by 12 months or so, but rents were still rising rapidly in May 2022, so 
there is unlikely to be relief there yet. 
 
I’m scared of a weak number tomorrow, but barring a change of heart overnight, I’m sticking with the view that USDCAD 
will hold the bottom of the range. The asymmetry in both CPI reaction and USDCAD should be upwards—CPI simply 
because the disinflation narrative has become much more entrenched / consensus and USDCAD because of where oil is 
trading. If you have any strong view on US CPI actual vs. consensus and why it might deviate, please email me.","USDCAD vs. NYMEX Crude Oil (inverted), Hourly November 2022 to now",amfx_12jun23/page_02_img_00.jpeg,amfx_12jun23/page_02.png,chart,"USDCAD vs. NYMEX Crude Oil (inverted), Hourly November 2022 to June 2023",usdcad-vs-nymex-crude-oil-inverted-hourly-nov2022-jun2023,"This dual-axis chart compares USDCAD exchange rate (black line, left axis) with inverted NYMEX crude oil prices (red line, right axis) to illustrate the correlation between oil and Canadian dollar strength over a seven-month period."
AMFX 12JUN23.pdf,2023-06-12,3,page_03_img_00.png,911,661,png,NASDAQ with Monday of quarterly expiry week marked,"The next chart shows the P&L of looking at (do the opposite of whatever happened in the 10 days leading into the 
Monday before quarterly OPEX and cover 10 days after OPEX). So right now, stocks are up over the past 10 days so 
this silly model would say short NQ and cover 10 trading days after this Friday. Again, I know this is kind of random, but 
the rhythmic, cyclical turning of equity momentum at quarterly options expiry has worked seven quarters in a row back 
to September 2021 so it’s at least interesting if not statistically significant.",NASDAQ with Monday of quarterly expiry week marked,amfx_12jun23/page_03_img_00.png,amfx_12jun23/page_03.png,chart,NASDAQ Price Chart with Quarterly OPEX Week Markers (2021-2023),nasdaq-quarterly-opex-analysis-2021-2023,"This NASDAQ price chart marks Monday of quarterly expiration weeks to illustrate a cyclical pattern in equity momentum that has repeated seven quarters in a row, suggesting a potential trading signal based on reversing the prior 10-day momentum direction."
AMFX 12JUN23.pdf,2023-06-12,3,page_03_img_01.png,877,637,png,P&L of fading 10-day momentum on Monday before quarterly OPEX and cover 10 days after OPEX,3,P&L of fading 10-day momentum on Monday before quarterly OPEX and cover 10 days after OPEX,amfx_12jun23/page_03_img_01.png,amfx_12jun23/page_03.png,chart,P&L of Fading 10-Day Momentum Strategy Around Quarterly OPEX,pl-fading-10day-momentum-quarterly-opex,"This line chart tracks the cumulative profit and loss of a strategy that fades 10-day momentum by shorting on the Monday before quarterly OPEX and covering 10 days after, showing a significant turn from losses in 2021-2022 to substantial gains through 2023."
AMFX 13JUN25.pdf,2025-06-13,1,page_01_img_00.jpeg,738,738,jpeg,"Iran began construction of the Natanz facility in 2002, and the international 
community became aware of it in 2003. Since then, there have been quite a lot of 
conflagrations and such, and while it’s hard not to find all these headlines scary, it’s 
also hard to imagine how any of this will impact MAG7 earnings or the US economy.  
 
As such, I tend to have a 
blasé outlook on these 
attacks, while keeping an 
open 
mind 
to 
the 
possibility that attacks on 
oil facilities in Iran would 
have a real inflationary 
and 
economic 
impact. 
Maybe I am just being lazy. 
 
At right is NASDAQ the last 
time we went through this, 
about 8 months ago.","Some ticker symbols that 
when I see them, the first","Iran began construction of the Natanz facility in 2002, and the international ",amfx_13jun25/page_01_img_00.jpeg,amfx_13jun25/page_01.png,decorative,Donkey Kong Country References Meme,donkey-kong-country-meme,"A colorful pop culture meme featuring Donkey Kong Country characters and catchphrases, used as a decorative element in the financial newsletter rather than for analytical purposes."
AMFX 13JUN25.pdf,2025-06-13,1,page_01_img_01.png,575,697,png,"Interestingly, crude went from $66 to $78 that time, but it took a few weeks. This 
time, it covered the exact same ground in an hour.",,"Interestingly, crude went from $66 to $78 that time, but it took a few weeks. This ",amfx_13jun25/page_01_img_01.png,amfx_13jun25/page_01.png,chart,NYMEX Crude October/November 2024 - Price Reaction to Geopolitical Events,nymex-crude-oct-nov-2024-israel-iran,"Chart shows crude oil's rapid $10/barrel price swing (68-78) in response to Iran's ballistic missile attack on Israel, followed by price recovery during subsequent de-escalation, demonstrating how geopolitical events drive volatile intraday commodity movements."
AMFX 13JUN25.pdf,2025-06-13,1,page_01_img_02.png,739,484,png,Flat,"Interestingly, crude went from $66 to $78 that time, but it took a few weeks. This 
time, it covered the exact same ground in an hour.",Flat,amfx_13jun25/page_01_img_02.png,amfx_13jun25/page_01.png,chart,NASDAQ September to November 2024 with Geopolitical Events,nasdaq-sept-nov-2024-iran-israel-tensions,"NASDAQ index chart showing market volatility correlated with major geopolitical events including Iran's ballistic missile launch, Israeli retaliation, and tech earnings disappointments from MSFT and META."
AMFX 13JUN25.pdf,2025-06-13,2,page_02_img_00.png,911,661,png,"Next week’s calendar appears at the end of today’s note, and the highlight will be a flurry of central bank meetings. 
We get BOJ, Riksbank, FOMC, SNB, Norges, and Bank of England. I have been mentioning how Fed policy looks 
tight relative to peers and if you do the simplest calculation of real policy rates using core inflation, you can see 
that the Fed and Riksbank stand out. The scaling of the y-axis is wide because of the megaloose policy after COVID 
and subsequent recalibration, so after the chart I have included a table of the current readings.","That Bank of Japan number stands out, obviously, as they have been incredibly slow and reticent to adopt an 
orthodox policy stance, even with rice prices exploding, a weak currency, and inflation above 3%. There is 
essentially nothing priced in for BOJ, BoE, Norges, or the Fed while the SNB is priced for 25bps (with a 25% chance 
of 50bps) while the Riksbank is 80% priced for a cut. Short EURSEK and USDSEK have been popular expressions 
of the short USD and long Europe trades and there is some risk that an extremely dovish Riksbank could lead to 
a painful selloff in SEK. I continue to believe that next week’s FOMC meeting will sound dovish and set the table 
for a cut in July. The July meeting is currently only priced at 23% and I think that can go to 70% pretty quickly.","Next week’s calendar appears at the end of today’s note, and the highlight will be a flurry of central bank meetings. ",amfx_13jun25/page_02_img_00.png,amfx_13jun25/page_02.png,chart,Real Policy Rates using Core CPI by Central Bank,real-policy-rates-core-cpi-central-banks,"Compares real policy rates across major central banks (Fed, ECB, BoC, BoE, SNB, RBNZ, RBA, Riksbank, Norges, Bank of Japan) from 2019-2024, showing the Fed and Riksbank currently have the tightest real rates while the Bank of Japan remains exceptionally loose."
AMFX 13JUN25.pdf,2025-06-13,3,page_03_img_00.jpeg,570,320,jpeg,"The heroine in the original Donkey Kong was 
named “Pauline” not Princess Peach.",Have a safe weekend.,The heroine in the original Donkey Kong was ,amfx_13jun25/page_03_img_00.jpeg,amfx_13jun25/page_03.png,decorative,Donkey Kong Video Game Sprites,donkey-kong-game-sprites-pauline,"Retro pixel art from the original Donkey Kong arcade game illustrating the trivia point that the heroine was named Pauline, not Princess Peach."
AMFX 13JUN25.pdf,2025-06-13,3,page_03_img_01.png,791,492,png,"Revenue in covid 2.6mm 
Revenue this year 1.2mm 
Revenue next year 400k 
 
""The main issue is that the grad recruitment market has fallen off a cliff - most of our employers are using AI 
to do what the grads would have done and what little recruitment they ARE doing, they are using AI for too."" 
 
I am always skeptical of narratives suggesting that technology and automation will lead to massive job losses 
because this has been a fear for the past 100+ years and it never happens. New technologies create job market 
disruption but have never generated massive unemployment. Bare minimum AI is going to lead to some severe 
job market disruption in the next 24 months. Maybe worse. Good for productivity and bad for coders. Interesting 
because “learn to code” was the common knowledge advice just a few years ago, while truck drivers were at 
greatest risk of job losses due to self-driving trucks. That has not worked out so far.",Have a safe weekend.,Revenue in covid 2.6mm ,amfx_13jun25/page_03_img_01.png,amfx_13jun25/page_03.png,chart,GameStop 1-minute chart,gamestop-1-minute-price-chart-jun-13-2025,"Intraday price movement of GameStop stock showing a general downtrend from 09:00 to 14:30 with a brief recovery spike around 14:30, demonstrating significant volatility over the trading session."
AMFX 13JUN25.pdf,2025-06-13,4,page_04_img_00.png,1258,822,png,"Trading Calendar for the week of June 16, 2025",,"Trading Calendar for the week of June 16, 2025",amfx_13jun25/page_04_img_00.png,amfx_13jun25/page_04.png,table,"Economic Calendar for Week of June 16-20, 2025",economic-calendar-week-june-16-20-2025,"Weekly calendar of major economic data releases and central bank decisions across multiple regions (US, UK, Eurozone, Canada, and Asia) with event times listed in NYC timezone."
AMFX 13NOV23.pdf,2023-11-13,1,page_01_img_00.jpeg,606,582,jpeg,(212) 398-6230,Current Views,(212) 398-6230,amfx_13nov23/page_01_img_00.jpeg,amfx_13nov23/page_01.png,table,Chick-fil-A Sales vs. Top Chicken Chains in the U.S. (2022),chickfila-vs-chicken-chains-sales-comparison-2022,"Chick-fil-A generated $18.8B in systemwide sales from 2,988 locations, significantly outperforming major competitors like KFC, Popeyes, Canes, and Zaxby's combined, demonstrating dominant market position despite having fewer total locations."
AMFX 13NOV23.pdf,2023-11-13,1,page_01_img_01.jpeg,484,656,jpeg,"The 2024 Spectra Markets Trader Handbook and Almanac is now on sale. Based on 
feedback from readers, we made some big changes to the format. The book is now coil 
bound and it’s smaller, so you can easily fit it on your desk. Sweet. Here’s the outside.",And here’s how it looks on the inside.,The 2024 Spectra Markets Trader Handbook and Almanac is now on sale. Based on ,amfx_13nov23/page_01_img_01.jpeg,amfx_13nov23/page_01.png,decorative,Spectra Markets 2024 Trader Handbook and Almanac Cover,spectra-markets-2024-trader-handbook-cover,"Book cover image showcasing the 2024 Spectra Markets Trader Handbook and Almanac, a spiral-bound reference guide for traders with a redesigned compact format."
AMFX 13NOV23.pdf,2023-11-13,1,page_01_img_02.png,1317,973,png,And here’s how it looks on the inside.,Order the Almanac here,And here’s how it looks on the inside.,amfx_13nov23/page_01_img_02.png,amfx_13nov23/page_01.png,table,"Weekly Calendar June 3-9, 2024 with Market Events and Seasonal Notes",weekly-calendar-june-3-9-2024-market-events,"A weekly calendar showing key central bank meetings (Bank of Canada, ECB) and seasonal trading patterns for European equities, XOM, XLE energy ETF, and ETH during early June."
AMFX 13NOV23.pdf,2023-11-13,2,page_02_img_00.png,904,656,png,Cumulative return of the 2023 Almanac Seasonality trades YTD,Tighten up your trading process… Order the Almanac here,Cumulative return of the 2023 Almanac Seasonality trades YTD,amfx_13nov23/page_02_img_00.png,amfx_13nov23/page_02.png,chart,Cumulative Return of 2023 Almanac Seasonality Trades YTD,almanac-seasonality-trades-cumulative-return-2023-ytd,"The chart shows cumulative returns from seasonality-based trades started in January 2023, reaching approximately 170% by November 2023, with a sharp rally beginning in March and sustained gains through fall."
AMFX 13NOV23.pdf,2023-11-13,3,page_03_img_00.png,1033,871,png,CPI and Retail Sales are the highlights. Note the TLT and GBPUSD seasonality in blue at the bottom.,Final Thoughts,CPI and Retail Sales are the highlights. Note the TLT and GBPUSD seasonality in blue at the bottom.,amfx_13nov23/page_03_img_00.png,amfx_13nov23/page_03.png,table,"Economic Calendar - Week of November 13-17, 2023",economic-calendar-nov-13-17-2023,"Weekly economic events calendar highlighting major releases including US CPI, Retail Sales, and AU Jobs data with specific times across NY and Asia trading sessions."
AMFX 16JUN22.pdf,2022-06-16,1,page_01_img_00.jpeg,438,518,jpeg,(212) 398-6230,3. The BOJ news has become deafening and the situation tonight is binary.,(212) 398-6230,amfx_16jun22/page_01_img_00.jpeg,amfx_16jun22/page_01.png,decorative,Notorious BIG Moai Meme,notorious-big-moai-meme,"A humorous meme combining Easter Island moai statues with Notorious B.I.G. imagery, used as decorative content in the newsletter."
AMFX 16JUN22.pdf,2022-06-16,1,page_01_img_01.png,669,488,png,AUDUSD hourly chart around the last FOMC,3. The BOJ news has become deafening and the situation tonight is binary.,AUDUSD hourly chart around the last FOMC,amfx_16jun22/page_01_img_01.png,amfx_16jun22/page_01.png,chart,AUDUSD Hourly Chart Around Last FOMC Meeting,audusd-hourly-fomc-june-2022,"This hourly chart illustrates AUDUSD price action around the June 2022 FOMC meeting, annotating key moments including a 75 basis point rate hike and Powell's commentary on the rarity of such large moves."
AMFX 16JUN22.pdf,2022-06-16,2,page_02_img_00.png,940,585,png,US 10-year yields vs. NYMEX crude,"Crypto 
 
I sent MacroTactical Crypto (MTC) #22 out to paid subscribers yesterday. If you would like to subscribe, please click 
here (MTC is not related to am/FX, it’s a separate, paid product). Here is a significant excerpt to whet your appetite.  
 
MTC22: The next two weeks are critical (reprinted with author’s permission) 
 
The most stunning feature of this bear market in crypto is its monotonic relentlessness. There is no sneaky underlying 
bull narrative to catch the market short. Nobody cares how oversold things get. The bounces are miniscule. What 
was once a massive flood of FOMO money trying to get in is now an equally raging torrent the other way. 
 
Recent news that Three Arrows Capital is struggling and unconfirmed reports that it may be insolvent is the tip of the 
iceberg as many smaller funds quietly liquidate levered positions. The nature of the biz is that most crypto hedge 
funds are run by true believers and as such, there is very rarely much of a short base on the institutional side. Long 
only, pretty much. 
 
The tide takes a while to turn in a bear market because allocators and real money flows are slow. You have a meeting 
in October, another meeting in December, authorize the $40 million disbursement in February and the money gets 
deployed in March. Flows into and out of hedge funds always lag performance and market prices because there are 
delays in the process in both directions. You can’t just drop money in and take it out on a whim like an ATM. There",US 10-year yields vs. NYMEX crude,amfx_16jun22/page_02_img_00.png,amfx_16jun22/page_02.png,chart,"US 10-Year Treasury Yields vs. NYMEX Crude Oil (Hourly, Jul 2021 - Jun 2022)",us10y-yields-vs-crude-oil-hourly-2021-2022,"This dual-axis chart shows the hourly relationship between 10-year Treasury yields (black line) and crude oil prices (blue line) over a one-year period, demonstrating their correlation during a period of rising yields and volatile commodity prices."
AMFX 16JUN22.pdf,2022-06-16,3,page_03_img_00.png,802,583,png,"You can track crypto flows various ways but my favorite way to track flows in any market is to look at the movement 
of price by day of the month (and sometimes by time of day). Here is the cumulative return of bitcoin by day of the 
month since crypto peaked in November 2021. 
 
BTC cumulative performance through the month (since November 2021)","This shows that bitcoin is sold continuously at a steady pace throughout the month but then bounces in the final 
week. This is most likely new institutional inflows being put to work ahead of the turn of the month. This next chart 
displays the same idea in a different format. I have circled the last week of each month so you can see how the end 
of month effect has dissipated. 
 
BTC since November 2021 with end of month circled",You can track crypto flows various ways but my favorite way to track flows in any market is to look at the movement ,amfx_16jun22/page_03_img_00.png,amfx_16jun22/page_03.png,chart,BTC Cumulative Performance by Day of Month Since November 2021,btc-cumulative-performance-by-day-of-month-nov-2021,"Bitcoin shows consistent selling pressure throughout each month followed by a bounce in the final week, suggesting institutional inflows ahead of month-end."
AMFX 16JUN22.pdf,2022-06-16,3,page_03_img_01.png,638,570,png,"This shows that bitcoin is sold continuously at a steady pace throughout the month but then bounces in the final 
week. This is most likely new institutional inflows being put to work ahead of the turn of the month. This next chart 
displays the same idea in a different format. I have circled the last week of each month so you can see how the end 
of month effect has dissipated. 
 
BTC since November 2021 with end of month circled",3,This shows that bitcoin is sold continuously at a steady pace throughout the month but then bounces in the final ,amfx_16jun22/page_03_img_01.png,amfx_16jun22/page_03.png,chart,BTC/USD Price Chart November 2021 - June 2022 with End-of-Month Rallies Highlighted,btc-usd-end-of-month-effect-nov2021-jun2022,"This chart demonstrates the end-of-month rally pattern in Bitcoin, with circled periods showing stronger price action in the final week of each month, likely driven by institutional capital deployment."
AMFX 16JUN22.pdf,2022-06-16,4,page_04_img_00.png,836,594,png,"You can see that inflows appear to continue until March… and then April and May there’s pretty much nada. This is 
consistent with institutional flow stories such as: 
 
March 29: Institutional crypto funds see largest capital inflows for 3 months 
 
The last big surge of institutional inflows was at the end of March. This is confirmed by news stories, price action, 
and Coinshares data. Here is that Coinshares data, which shows massive inflows at the peak in late 2021 and a 
slow move to outflows with the exception of some big inflows at the end of Q1. Those are the last of the late-approved 
allocations into crypto for a while.","https://blog.coinshares.com/volume-84-digital-asset-fund-flows-weekly-report-72f7fdda557b 
 
Keep monitoring this data, but also watch out at the end of this month as the LUNA debacle, Celsius, 3AC and other 
scary things could have triggered many withdrawal requests since May and some of those withdrawals will be 
satisfied as we approach the end of the month, the quarter, and the half. 
 
Quarter end and half-year end are always most important when looking at flows because most gates and redemption 
agreements are timed around these points on the calendar. Whether it’s equities, crypto, bonds, or FX… Quarter 
end and half-year end are go time for flows. 
 
If BTC can hold the 20000 level through the turn of the month, that would be a super bullish sign. I have been 
eyeing this 20k level for six months and it’s a good level to be adding to long-term bullish exposure BUT… If you are 
a trader, I would be extremely cautious with longs into half-year end because the volume of outflows to process could 
be large and those flows are not price sensitive. Those flows will hit literally whatever bid they can. 
 
Flashback 
I still remember the Bear Stearns liquidations by JPM in March 2008. Those were a fierce example of how markets 
can go completely nuts and dislocate completely from correlated variables, oversold signals and so on when forced 
liquidation happens. The execution person doesn’t really care about what bid they hit. The risk manager behind them 
is yelling: “Just hit a bid!” 
 
In 2008, I was trading EURJPY at Lehman Brothers, and the currency pair was just about 100% correlated to high-
yield credit and the S&P 500. The market was in complete disarray. Volatility was at all-time highs. EURJPY was a 
risky asset proxy so if SPX and HYG went up, EURJPY would go up… 99 times out of 100 (and vice versa). I actively 
traded these correlations and I still have vivid memories of how boggled my mind was as HYG ripped and EURJPY 
would just keep getting pummeled by JPM in wave after wave of selling.",You can see that inflows appear to continue until March… and then April and May there’s pretty much nada. This is ,amfx_16jun22/page_04_img_00.png,amfx_16jun22/page_04.png,chart,Weekly Crypto Asset Flows (US$m),weekly-crypto-asset-flows-coinshares-june-2022,"This bar chart shows institutional cryptocurrency fund flows from late 2021 through June 2022, revealing massive inflows peaking at 1447 US$m in late 2021, followed by a transition to outflows from April onwards, illustrating the decline in institutional crypto investment during the market downturn."
AMFX 16JUN22.pdf,2022-06-16,5,page_05_img_00.png,1102,815,png,EURJPY vs. HYG (February to April 2008),"You can see in the chart, EURJPY “should have been” 500 points higher on March 18th, but it got slammed over and 
over. Finally, once the outflow was done:",EURJPY vs. HYG (February to April 2008),amfx_16jun22/page_05_img_00.png,amfx_16jun22/page_05.png,chart,EURJPY vs. HYG Daily Candlestick Chart (February-April 2008),eurjpy-hyg-daily-chart-feb-apr-2008,"This chart illustrates how EURJPY decoupled from high-yield assets (HYG) during the March 2008 financial crisis, with annotations showing JPM's Bear Stears acquisition and forced selling pressure on the currency pair."
AMFX 16JUN22.pdf,2022-06-16,6,page_06_img_00.jpeg,613,680,jpeg,,"Oh mighty A.I. overlord, why do you punish us??",,amfx_16jun22/page_06_img_00.jpeg,amfx_16jun22/page_06.png,decorative,Fingers Search Results Meme,fingers-search-results-meme,"A humorous meme showing various hand and finger images as if they were search results, used as a comedic illustration in the newsletter context."
AMFX 16JUN22.pdf,2022-06-16,6,page_06_img_01.jpeg,631,680,jpeg,,"Oh mighty A.I. overlord, why do you punish us??",,amfx_16jun22/page_06_img_01.jpeg,amfx_16jun22/page_06.png,decorative,Burrito Shoe Meme,burrito-shoe-meme,"A humorous meme showing creative footwear designs that resemble burritos filled with colorful ingredients, used as comedic relief in the financial newsletter."
