id,name,url,status,linked_definitions,url_slug,subscription,has_qc_code,keywords,market_factors,instruments,regions,rebalancing,complexity,confidence,crisis_hedge,paper_perf,paper_vol,paper_sharpe,paper_max_dd,paper_start,paper_end,oos_perf_inception,oos_vol_inception,oos_sharpe_inception,oos_max_dd,oos_start,oos_end,correlation,linear_issue,notes
#0201,Instititutional Ownership Effect During Earnings Announcements,https://quantpedia.com/strategies/instititutional-ownership-effect-during-earnings-announcements,INELIGIBLE,ENG-365,instititutional-ownership-effect-during-earnings-announcements,Premium,Yes,stock picking; earnings announcement; trading earnings; alternative data; factor investing; smart beta,Equities,Stocks,United States,Daily,Complex,Moderate,Partially,87.0,,,-18.95,2000.0,2004.0,1.1,6.254822353746527,0.1758643072158747,-17.99391459251224,2009.0,2025.0,0.0443862561360402,,
#0202,Dividend Announcement Effect,https://quantpedia.com/strategies/dividend-announcement-effect,ELIGIBLE,ENG-366,dividend-announcement-effect,Premium,Yes,stock picking; equity long short; factor investing; smart beta,Equities,Futures; Stocks,United States,Monthly,Moderate,Strong,Unknown,9.27,6.74,0.78,-20.13,1927.0,1998.0,7.6,10.114604951212582,0.7513887133168635,-21.51362329933313,2001.0,2025.0,0.5338961796470256,,
#0203,Value Premium in Large Cap Stocks,https://quantpedia.com/strategies/value-premium-in-large-cap-stocks,ELIGIBLE,ENG-367,value-premium-in-large-cap-stocks,Premium,Yes,stock picking; value; equity long short; fundamental analysis; factor investing; smart beta,Equities,Stocks,Global,Monthly,Complex,Strong,No,7.96,14.11,0.56,,1990.0,2013.0,,,,,,,,,
#0204,Selling Options on Bond ETFs,https://quantpedia.com/strategies/selling-options-on-bond-etfs,SKIP,options,selling-options-on-bond-etfs,Prime,Yes,volatility effect; volatility premium,Bonds,Options,United States,Monthly,Moderate,Moderate,Unknown,17.44,18.41,0.73,-13.7,2003.0,2007.0,0.5,6.498613047971975,0.0769394940595878,-16.89358903164092,2012.0,2025.0,0.2598184889849846,,
#0205,Switching between Value and Momentum in Stocks,https://quantpedia.com/strategies/switching-between-value-and-momentum-in-stocks,ELIGIBLE,ENG-368,switching-between-value-and-momentum-in-stocks,Premium,Yes,momentum; market timing; stock picking; value; equity long short; momentum in stocks; fundamental analysis; factor investing; smart beta; factor allocation,Equities,Stocks,Global,Monthly,Complex,Strong,Partially,15.31,11.4,0.99,-23.92,1994.0,2008.0,9.0,11.306583147747528,0.795996445822181,-23.232719248021606,2010.0,2025.0,0.769702388888267,,
#0206,Trendfollowing Combined with Momentum in Commodity Futures,https://quantpedia.com/strategies/trendfollowing-combined-with-momentum-in-commodity-futures,ELIGIBLE,ENG-369,trendfollowing-combined-with-momentum-in-commodity-futures,Premium,Yes,momentum; trend-following; rotational system; factor investing; smart beta,Commodities,Futures,United States,Monthly,Simple,Strong,Yes,14.7,19.33,0.76,-39.45,1992.0,2011.0,3.6,8.54830160380749,0.4211362872826724,-40.9011945486536,1991.0,2025.0,-0.0921153045575077,,
#0207,Value Factor - CAPE Effect within Countries,https://quantpedia.com/strategies/value-factor-effect-within-countries,ELIGIBLE,ENG-370,value-factor-effect-within-countries,Free,Yes,rotational system; value; country picking; factor investing; smart beta,Equities,ETFs,Global,Yearly,Moderate,Strong,No,14.7,26.1,0.56,-27.17,1980.0,2011.0,2.6,11.51329835919969,0.2258258162763994,-27.1687313066136,2008.0,2025.0,0.3828993742341225,,
#0208,Share Issuance Effect,https://quantpedia.com/strategies/share-issuance-effect,ELIGIBLE,ENG-371,share-issuance-effect,Premium,Yes,stock picking; equity long short; factor investing; smart beta,Equities,Stocks,Global,Yearly,Complex,Strong,Unknown,10.56,12.25,0.54,-66.61,1990.0,2009.0,3.8,12.63699177324777,0.3007044768395367,-46.632935120791785,2001.0,2025.0,-0.2565019627227415,,
#0209,Volatility Of Volatility Effect in Stocks,https://quantpedia.com/strategies/volatility-of-volatility-effect-in-stocks,ELIGIBLE,ENG-372,volatility-of-volatility-effect-in-stocks,Premium,Yes,stock picking; volatility effect; equity long short; factor investing; smart beta,Equities,Stocks,United States,Monthly,Complex,Strong,Partially,10.56,12.2,0.54,,1996.0,2009.0,,,,,,,,,
#0210,Adaptive Asset Allocation,https://quantpedia.com/strategies/adaptive-asset-allocation,ELIGIBLE,ENG-373,adaptive-asset-allocation,Prime,Yes,momentum; asset class picking; trend-following; rotational system; smart beta,Equities; Bonds; Commodities,ETFs,Global,Monthly,Moderate,Strong,Partially,15.1,9.4,1.61,-40.56,1995.0,2012.0,6.7,19.61477381771208,0.3415792637868666,-40.58842624723413,2008.0,2025.0,0.6247567542674212,,
#0211,Market Timing Strategy Based on Principal Component Analysis,https://quantpedia.com/strategies/market-timing-strategy-based-on-principal-component-analysis,ELIGIBLE,ENG-374,market-timing-strategy-based-on-principal-component-analysis,Premium,No,market timing,Equities,ETFs; Futures; CFDs,United States,Daily,Very Complex,Strong,Partially,22.19,12.33,1.48,,1998.0,2008.0,,,,,,,,,
#0212,Scheduled Economic Announcements Effect in Stocks,https://quantpedia.com/strategies/scheduled-economic-announcements-effect-in-stocks,ELIGIBLE,ENG-375,scheduled-economic-announcements-effect-in-stocks,Prime,Yes,market timing; seasonality,Equities,ETFs; Futures; CFDs,Global,Daily,Simple,Moderate,No,7.2,,,,1958.0,2009.0,,,,,,,,,
#0213,Long-Term Reversal Combined with a Momentum Effect,https://quantpedia.com/strategies/long-term-reversal-combined-with-a-momentum-effect,ELIGIBLE,ENG-376,long-term-reversal-combined-with-a-momentum-effect,Prime,Yes,momentum; rotational system; reversal; equity long short; country picking; factor investing; smart beta,Equities,ETFs,Emerging Markets,Monthly,Simple,Moderate,Unknown,15.94,28.89,0.41,-53.83,1988.0,2011.0,-2.5,12.176376946075008,-0.2053155886247314,-53.84922494848401,2004.0,2025.0,-0.0954884670274298,,
#0214,Time Series Momentum Combined with Volatility Filters in Futures Markets,https://quantpedia.com/strategies/time-series-momentum-combined-with-volatility-filters-in-futures-markets,ELIGIBLE,ENG-377,time-series-momentum-combined-with-volatility-filters-in-futures-markets,Premium,Yes,momentum,Equities; Bonds; Commodities; Currencies,Futures; CFDs,Global,Daily,Moderate,Strong,Partially,5.47,5.51,0.99,-34.7,1999.0,2004.0,-1.7,5.535679261105734,-0.3070987172151355,-34.768824211160975,2010.0,2025.0,0.1874851704025794,,
#0215,Time Series Momentum Combined with Volatility Filters in FOREX,https://quantpedia.com/strategies/time-series-momentum-combined-with-volatility-filters-in-forex,ELIGIBLE,ENG-378,time-series-momentum-combined-with-volatility-filters-in-forex,Premium,Yes,momentum; forex system,Currencies,Futures; CFDs,Global,Daily,Moderate,Weak,Partially,4.63,5.0,0.93,,1999.0,2004.0,,,,,,,,,
#0216,Active Collar Strategy,https://quantpedia.com/strategies/active-collar-strategy,SKIP,options,active-collar-strategy,Premium,Yes,market timing; volatility effect,Equities,ETFs; Funds; Options,United States,Monthly,Complex,Strong,No,12.52,11.34,0.75,-26.42,1999.0,2010.0,-0.2,13.174372529992256,-0.0151809886614856,-45.14590176112772,2015.0,2025.0,0.2975190453075159,,
#0217,Option/Stock Volume Ratio Predicts Stock Returns,https://quantpedia.com/strategies/option-stock-volume-ratio-predicts-stock-returns,INELIGIBLE,ENG-379,option-stock-volume-ratio-predicts-stock-returns,Premium,Yes,stock picking; equity long short; volume effect; factor investing; smart beta,Equities,Stocks,United States,Monthly,Complex,Strong,Unknown,14.54,19.2,0.55,,1996.0,2008.0,,,,,,,,,
#0218,Change in Option/Stock Volume Ratio Predicts Stock Returns,https://quantpedia.com/strategies/change-in-option-stock-volume-ratio-predicts-stock-returns,INELIGIBLE,ENG-379,change-in-option-stock-volume-ratio-predicts-stock-returns,Premium,Yes,stock picking; equity long short; volume effect; factor investing; smart beta,Equities,Stocks,United States,Monthly,Complex,Strong,Unknown,14.65,15.5,0.69,-41.21,1996.0,2008.0,17.42,32.86,0.530086653,-41.21,,,,,
#0219,FX Momentum Seasonality,https://quantpedia.com/strategies/fx-momentum-seasonality,ELIGIBLE,ENG-380,fx-momentum-seasonality,Premium,Yes,momentum; seasonality; FX anomaly; forex system; factor investing; smart beta,Currencies,Futures; CFDs,Global,Daily,Simple,Strong,Unknown,3.5,10.0,0.35,-52.13,1997.0,2007.0,-2.7,4.865123210469867,-0.5549705286372877,-52.12686084612073,2000.0,2025.0,-0.0481599368252822,,
#0220,Momentum and Trend Following in Global Asset Allocation,https://quantpedia.com/strategies/momentum-and-trend-following-in-global-asset-allocation,ELIGIBLE,ENG-381,momentum-and-trend-following-in-global-asset-allocation,Premium,Yes,momentum; asset class picking; trend-following; rotational system; smart beta,Equities; Bonds; Commodities; REITs,ETFs,Global,Monthly,Moderate,Strong,Partially,10.78,8.25,0.99,-15.71,1994.0,2011.0,4.5,8.232749063970951,0.5465974931379104,-16.837662594275884,2005.0,2025.0,0.5764574658852609,,
#0221,Timing Carry Trade v2,https://quantpedia.com/strategies/timing-carry-trade-v2,ELIGIBLE,ENG-382,timing-carry-trade-v2,Premium,Yes,market timing; carry trade; FX anomaly; forex system; factor investing; smart beta,Currencies,Futures; CFDs; Forwards; Swaps,Global,Monthly,Moderate,Strong,Unknown,9.16,9.07,1.01,-25.24,1985.0,2011.0,1.2,8.255443662868847,0.1453586323164354,-25.240153062924207,2013.0,2025.0,0.1789583053908478,,
#0222,One Day Momentum Effect in Stocks,https://quantpedia.com/strategies/one-day-momentum-effect-in-stocks,ELIGIBLE,ENG-383,one-day-momentum-effect-in-stocks,Premium,No,momentum; stock picking; equity long short; factor investing; smart beta,Equities,Stocks,United States,Intraday,Very Complex,Strong,No,33.15,,,,1993.0,2010.0,,,,,,,,,
#0223,Realized Skewness Predicts Equity Returns,https://quantpedia.com/strategies/realized-skewness-predicts-equity-returns,ELIGIBLE,ENG-384,realized-skewness-predicts-equity-returns,Premium,Yes,stock picking; equity long short; factor investing; smart beta,Equities,Stocks,United States,Weekly,Very Complex,Weak,Unknown,9.69,11.53,0.84,-44.99,1993.0,2013.0,20.5,26.22072117804173,0.7818244151563424,-44.99175589244236,2013.0,2025.0,0.4468524371838793,,
#0224,Profitability Factor Combined with Value Factor,https://quantpedia.com/strategies/profitability-factor-combined-with-value-factor,ELIGIBLE,ENG-385,profitability-factor-combined-with-value-factor,Prime,Yes,stock picking; value; equity long short; fundamental analysis; factor investing; smart beta,Equities,Stocks,United States,Yearly,Moderate,Moderate,Unknown,7.7,9.82,0.38,-41.53,1963.0,2010.0,9.5,12.715325592040776,0.7471299048721627,-44.22476826465087,2001.0,2025.0,-0.1882198080232992,,
#0225,Improved Merger Arbitrage,https://quantpedia.com/strategies/improved-merger-arbitrage,INELIGIBLE,ENG-386,improved-merger-arbitrage,Premium,No,equity long short; arbitrage; factor investing; smart beta,Equities,Stocks,United States,Monthly,Complex,Strong,Unknown,13.35,,,,1965.0,2009.0,,,,,,,,,
#0226,Insiders' Silence,https://quantpedia.com/strategies/insiders-silence,INELIGIBLE,ENG-387,insiders-silence,Premium,Yes,stock picking; insiders trading effect; short selling; alternative data; factor investing; smart beta,Equities,Stocks,United States,Yearly,Complex,Weak,Yes,11.22,64.22,0.17,,1990.0,2012.0,,,,,,,,,
#0227,Trend Factor within Stocks,https://quantpedia.com/strategies/trend-factor-within-stocks,ELIGIBLE,ENG-388,trend-factor-within-stocks,Premium,Yes,trend-following; stock picking; equity long short; factor investing; smart beta,Equities,Stocks,United States,Monthly,Complex,Strong,Yes,10.43,10.21,1.02,-37.15,1930.0,2014.0,0.5,7.923908640012917,0.0631001722401464,-37.61228740438936,2001.0,2025.0,-0.0070446416968891,,
#0228,Google Search Volume Combined with Extent of Press News Predicts Stocks' Returns,https://quantpedia.com/strategies/google-search-volume-combined-with-extent-of-press-news-predicts-stocks-returns,INELIGIBLE,ENG-389,google-search-volume-combined-with-extent-of-press-news-predicts-stocks-returns,Premium,Yes,stock picking; equity long short; volume effect; alternative data; factor investing; smart beta,Equities,Stocks,United States,Monthly,Very Complex,Strong,Unknown,4.12,1.74,2.38,,2005.0,2012.0,,,,,,,,,
#0229,Earnings Quality Factor,https://quantpedia.com/strategies/earnings-quality-factor,ELIGIBLE,ENG-390,earnings-quality-factor,Free,Yes,stock picking; equity long short; fundamental analysis; factor investing; smart beta,Equities,Stocks,United States,Yearly,Complex,Strong,Yes,7.95,5.91,0.67,-18.67,1988.0,2012.0,0.7,6.11657238023967,0.1144431809981412,-23.59810458702737,2000.0,2025.0,-0.2275049068063782,,
#0230,Mean Variance Carry Trade Strategy,https://quantpedia.com/strategies/mean-variance-carry-trade-strategy,ELIGIBLE,ENG-391,mean-variance-carry-trade-strategy,Premium,Yes,carry trade; FX anomaly; forex system; factor investing; smart beta,Currencies,Futures; CFDs; Forwards; Swaps,Global,Monthly,Complex,Moderate,No,1.7,1.87,0.91,-37.38,1990.0,2015.0,-0.5,8.277394246855764,-0.0604054833065283,-38.89936269197444,2010.0,2025.0,0.4435040302588369,,
#0231,Comomentum Strategy,https://quantpedia.com/strategies/comomentum-strategy,ELIGIBLE,ENG-392,comomentum-strategy,Premium,Yes,momentum; stock picking; equity long short; momentum in stocks; factor investing; smart beta,Equities,Stocks,United States,Monthly,Complex,Strong,No,8.6,12.18,0.38,-23.86,1965.0,2010.0,6.5,10.219807039163042,0.6360198362935355,-23.760188688114603,2012.0,2025.0,0.1172995708573787,,
#0232,Debt Growth Effect Combined with Asset Growth Effect,https://quantpedia.com/strategies/debt-growth-effect-combined-with-asset-growth-effect,ELIGIBLE,ENG-393,debt-growth-effect-combined-with-asset-growth-effect,Prime,Yes,stock picking; fundamental analysis; short selling; factor investing; smart beta,Equities,Stocks,United States,Yearly,Complex,Weak,Yes,11.35,17.02,0.43,-76.96,1968.0,2010.0,-2.1,16.39831829360182,-0.1280619123498391,-80.68383096144824,2000.0,2025.0,-0.7032492835514623,,
#0233,Using Straddles to Trade on Earnings Announcements,https://quantpedia.com/strategies/using-straddles-to-trade-on-earnings-announcements,SKIP,options,using-straddles-to-trade-on-earnings-announcements,Premium,Yes,earnings announcement; trading earnings,Equities,Options,United States,Daily,Very Complex,Moderate,Unknown,40.75,64.67,0.57,,1996.0,2010.0,,,,,,,,,
#0234,Carry Factor within Asset Classes,https://quantpedia.com/strategies/carry-factor-within-asset-classes,ELIGIBLE,ENG-394,carry-factor-within-asset-classes,Premium,Yes,asset class picking; carry trade; factor investing; smart beta,Equities; Bonds; Commodities; Currencies,Futures,Global,Monthly,Complex,Strong,No,6.9,4.9,1.41,-11.57,1991.0,2011.0,0.2,2.658597841411647,0.0752276244585398,-10.02728482256108,2010.0,2025.0,0.0526857910638009,,
#0235,Scheduled Economic Announcements Effect in Bonds,https://quantpedia.com/strategies/scheduled-economic-announcements-effect-in-bonds,ELIGIBLE,ENG-395,scheduled-economic-announcements-effect-in-bonds,Prime,Yes,market timing; seasonality,Bonds,Futures; CFDs,Global,Daily,Simple,Strong,No,7.3,4.98,0.66,,1985.0,2009.0,,,,,,,,,
#0236,Spin-off Anomaly,https://quantpedia.com/strategies/spin-off-anomaly,INELIGIBLE,ENG-396,spin-off-anomaly,Premium,Yes,market timing; equity long short; factor investing; smart beta,Equities,Stocks,United States,Daily,Simple,Strong,Unknown,19.4,,,,1965.0,2000.0,,,,,,,,,
#0237,Dispersion Trading,https://quantpedia.com/strategies/dispersion-trading,SKIP,options,dispersion-trading,Free,Yes,volatility effect; volatility premium; factor investing; smart beta,Equities,Options,United States,Monthly,Very Complex,Strong,No,15.39,13.86,0.82,-43.49,1996.0,2007.0,-1.5,13.913658192103432,-0.1078077367784779,-53.350934262597136,2012.0,2025.0,0.5772730627379012,,
#0238,Reversal in Post-Earnings Announcement Drift,https://quantpedia.com/strategies/reversal-in-post-earnings-announcement-drift,ELIGIBLE,ENG-397,reversal-in-post-earnings-announcement-drift,Free,Yes,stock picking; equity long short; fundamental analysis; earnings announcement; factor investing; smart beta,Equities,Stocks,United States,Daily,Complex,Moderate,Unknown,40.32,,,-93.21,1996.0,2010.0,-16.58,22.47,-0.737662167,-93.21,,,,,
#0239,Large Price Changes combined with Analyst Revisions,https://quantpedia.com/strategies/large-price-changes-combined-with-analyst-revisions,INELIGIBLE,ENG-398,large-price-changes-combined-with-analyst-revisions,Premium,Yes,stock picking; factor investing; smart beta,Equities,Stocks,United States,Monthly,Complex,Strong,No,11.22,11.23,1.0,-44.16,1982.0,2011.0,,,,,,,,,
#0240,Sector Rotation via Credit Relative Value,https://quantpedia.com/strategies/sector-rotation-via-credit-relative-value,ELIGIBLE,ENG-399,sector-rotation-via-credit-relative-value,Premium,Yes,rotational system; sector picking; factor investing; smart beta,Equities,ETFs; Funds; Stocks,United States,Weekly,Complex,Strong,No,12.4,17.2,0.49,-31.16,1999.0,2012.0,6.8,11.42192107355966,0.5953464357008351,-31.164732238558013,2000.0,2025.0,0.7796989406879761,,
#0241,Trading VIX ETFs,https://quantpedia.com/strategies/trading-vix-etfs,ELIGIBLE,ENG-400,trading-vix-etfs,Prime,Yes,momentum; volatility effect; volatility premium,Equities,ETFs,United States,Daily,Simple,Moderate,Partially,84.6,51.2,1.57,-53.91,2004.0,2013.0,2.8,24.434345664127736,0.1145927964877202,-60.3979935381335,2011.0,2025.0,-0.0289142272725569,,
#0242,Filtered Short-Term Reversal,https://quantpedia.com/strategies/filtered-short-term-reversal,ELIGIBLE,ENG-401,filtered-short-term-reversal,Prime,Yes,market timing; reversal,Equities,ETFs; Futures; CFDs,United States,Daily,Simple,Moderate,Partially,9.77,18.6,0.31,-16.83,1990.0,2012.0,2.4,8.337110450745127,0.2878695219619527,-16.814085848787773,2000.0,2025.0,0.2475769818564184,,
#0243,Momentum Combined with Insider Trading,https://quantpedia.com/strategies/momentum-combined-with-insider-trading,INELIGIBLE,ENG-402,momentum-combined-with-insider-trading,Premium,Yes,momentum; equity long short; momentum in stocks; insiders trading effect; alternative data; factor investing; smart beta,Equities,Stocks,United States,Monthly,Complex,Weak,Unknown,15.45,,,,1989.0,2007.0,,,,,,,,,
#0244,Long-Term PB Ratio Effect in Stocks Combined with Momentum,https://quantpedia.com/strategies/long-term-pb-ratio-effect-in-stocks-combined-with-momentum,ELIGIBLE,ENG-403,long-term-pb-ratio-effect-in-stocks-combined-with-momentum,Premium,Yes,momentum; stock picking; value; momentum in stocks; fundamental analysis; factor investing; smart beta,Equities,Stocks,United States,Monthly,Complex,Strong,No,21.6,20.47,0.86,-59.12,1973.0,2012.0,21.9,26.749466764402737,0.8187079089420862,-61.39781877846596,2010.0,2025.0,0.5865748961224942,,
#0245,Post-Split Drift Combined with PEAD Anomaly,https://quantpedia.com/strategies/post-split-drift-combined-with-pead-anomaly,INELIGIBLE,ENG-404,post-split-drift-combined-with-pead-anomaly,Premium,Yes,stock picking; equity long short; factor investing; smart beta,Equities,Stocks,United States,Daily,Complex,Strong,Unknown,23.32,29.89,0.78,,1984.0,2012.0,,,,,,,,,
#0246,Trading on the Dividend Paydate,https://quantpedia.com/strategies/trading-on-the-dividend-paydate,ELIGIBLE,ENG-405,trading-on-the-dividend-paydate,Premium,Yes,stock picking; alternative data; factor investing; smart beta,Equities,Stocks,United States,Daily,Simple,Strong,No,98.8,48.37,2.04,-45.65,1996.0,2009.0,24.9,19.70180642213832,1.2638435007675557,-44.268303722676,2012.0,2025.0,0.4326666674727047,,
#0247,Value Effect within Countries  v2,https://quantpedia.com/strategies/value-effect-within-countries-v2,ELIGIBLE,ENG-406,value-effect-within-countries-v2,Premium,Yes,rotational system; value; equity long short; country picking; factor investing; smart beta,Equities,ETFs; Futures,Global,Monthly,Complex,Strong,No,6.8,9.21,0.3,,2000.0,2013.0,,,,,,,,,
#0248,Momentum Combined with Value Effect within Countries,https://quantpedia.com/strategies/momentum-combined-with-value-effect-within-countries,ELIGIBLE,ENG-407,momentum-combined-with-value-effect-within-countries,Premium,Yes,momentum; rotational system; value; equity long short; country picking; factor investing; smart beta,Equities,ETFs; Futures,Global,Monthly,Complex,Strong,Unknown,24.16,24.53,0.82,,2000.0,2013.0,,,,,,,,,
#0249,Momentum Effect in Stocks Combined with Stop-Losses,https://quantpedia.com/strategies/momentum-effect-in-stocks-combined-with-stop-losses,ELIGIBLE,ENG-408,momentum-effect-in-stocks-combined-with-stop-losses,Prime,Yes,momentum; stock picking; momentum in stocks; factor investing; smart beta,Equities,Stocks,United States,Daily,Complex,Strong,No,18.72,20.99,0.89,-36.52,1926.0,2013.0,3.6,13.070903772140325,0.2754208938232058,-38.4029434557656,2000.0,2025.0,0.5454555862204176,,
#0250,Interest Rates Momentum Predicts FX Rates,https://quantpedia.com/strategies/interest-rates-momentum-predicts-fx-rates,ELIGIBLE,ENG-409,interest-rates-momentum-predicts-fx-rates,Premium,Yes,momentum; FX anomaly; forex system; factor investing; smart beta,Currencies,Futures; CFDs; Forwards; Swaps,Global,Intraday,Very Complex,Weak,Unknown,9.01,5.54,1.63,-69.39,2003.0,2014.0,7.94,22.95,0.345832932,-69.39,,,,,
#0251,Intraday Momentum in Equities,https://quantpedia.com/strategies/intraday-momentum-in-equities,ELIGIBLE,ENG-410,intraday-momentum-in-equities,Premium,Yes,momentum; market timing; seasonality; factor investing; smart beta,Equities,ETFs; Futures; CFDs,Global,Intraday,Simple,Strong,Partially,4.39,4.49,0.98,-17.46,1993.0,2013.0,-0.2,3.572037633204796,-0.0559904515397174,-18.08496835894356,2000.0,2025.0,0.0136828840962757,,
#0252,Closed-End Fund Mean Reversion Trading,https://quantpedia.com/strategies/closed-end-fund-mean-reversion-trading,ELIGIBLE,ENG-411,closed-end-fund-mean-reversion-trading,Prime,Yes,reversal; equity long short; fund picking,Equities; Bonds,Funds,Global,Monthly,Complex,Strong,Unknown,18.2,9.49,1.92,,1998.0,2011.0,,,,,,,,,
#0253,Cross-Sectional Momentum in Futures,https://quantpedia.com/strategies/momentum-in-futures,ELIGIBLE,ENG-412,momentum-in-futures,Premium,Yes,momentum; factor investing; smart beta,Equities; Bonds; Currencies,Futures; CFDs,Global,6 Months,Simple,Strong,Partially,6.49,12.91,0.5,-43.25,1991.0,2007.0,3.5,11.639078851146037,0.3007110824457877,-35.23654307888773,2000.0,2025.0,0.0003873019045109,,
#0254,Federal Open Market Committee Meeting Effect on US Dollar,https://quantpedia.com/strategies/federal-open-market-committee-meeting-effect-on-us-dollar,ELIGIBLE,ENG-413,federal-open-market-committee-meeting-effect-on-us-dollar,Prime,Yes,market timing; seasonality,Currencies,ETFs; Futures; CFDs,United States,Daily,Simple,Strong,No,7.71,13.78,0.56,-4.26,1994.0,2011.0,0.5,1.873938145068858,0.2668177716087995,-5.771934561479409,2004.0,2025.0,0.0442527381425027,,
#0255,Turn of the Month Effect in Futures Momentum Strategy,https://quantpedia.com/strategies/turn-of-the-month-effect-in-futures-momentum-strategy,ELIGIBLE,ENG-414,turn-of-the-month-effect-in-futures-momentum-strategy,Premium,Yes,momentum; trend-following; market timing; seasonality,Equities; Bonds; Commodities; Currencies,Futures; CFDs,Global,Daily,Complex,Strong,No,4.8,1.5,3.2,-14.32,2000.0,2014.0,0.2,2.2338757774306672,0.0895304931548314,-7.116109374093527,1991.0,2025.0,-0.0798347376174078,,
#0256,Shorting Volatility During FOMC Meeting Days,https://quantpedia.com/strategies/shorting-volatility-during-fomc-meeting-days,ELIGIBLE,ENG-415,shorting-volatility-during-fomc-meeting-days,Premium,Yes,market timing; seasonality; volatility effect; volatility premium,Equities,ETFs; Futures,United States,Intraday,Simple,Strong,No,10.0,9.62,1.04,-23.93,2004.0,2013.0,1.0,8.046476385824544,0.1242780009597365,-25.005870535440263,2012.0,2025.0,0.1051984594723776,,
#0257,Cloning Hedge Fund Indexes,https://quantpedia.com/strategies/cloning-hedge-fund-indexes,SKIP,options,cloning-hedge-fund-indexes,Prime,Yes,volatility effect; volatility premium,Equities,Options,United States,Monthly,Simple,Strong,No,10.3,7.7,1.34,-50.69,1996.0,2010.0,10.3,23.502386830968582,0.438253360140763,-55.06888533691654,2013.0,2025.0,0.8788969971931984,,
#0258,FX Value v2 - Real Exchange Rate Changes,https://quantpedia.com/strategies/fx-value-v2-real-exchange-rate-changes,ELIGIBLE,ENG-416,fx-value-v2-real-exchange-rate-changes,Premium,Yes,FX anomaly; forex system; value; factor investing; smart beta,Currencies,Futures; CFDs; Forwards; Swaps,Global,Monthly,Complex,Strong,Yes,9.57,9.51,1.01,-24.14,1977.0,2013.0,0.4,7.516559839759248,0.0532158339090415,-24.11731818295747,2005.0,2025.0,-0.3758841861762704,,
#0259,FX Value v3 - Real Exchange Rate Levels,https://quantpedia.com/strategies/fx-value-v3-real-exchange-rate-levels,ELIGIBLE,ENG-417,fx-value-v3-real-exchange-rate-levels,Premium,Yes,FX anomaly; forex system; value; factor investing; smart beta,Currencies,Futures; CFDs; Forwards; Swaps,Global,Weekly,Complex,Strong,No,6.91,9.53,0.73,-23.8,1972.0,2013.0,-0.4,5.926936534900946,-0.0674884904949779,-29.864457559745016,2000.0,2025.0,-0.0570266862068262,,
#0260,Trend Following in Commodity Calendar Spreads,https://quantpedia.com/strategies/trend-following-in-commodity-calendar-spreads,ELIGIBLE,ENG-418,trend-following-in-commodity-calendar-spreads,Premium,Yes,momentum; trend-following; spread trading; factor investing; smart beta,Commodities,Futures,Global,Daily,Complex,Strong,Yes,3.73,4.09,0.91,-17.79,1990.0,2013.0,8.17,8.28,0.985985784,-17.79,,,,,
#0261,Trading Commodity Calendar Spreads,https://quantpedia.com/strategies/trading-commodity-calendar-spreads,ELIGIBLE,ENG-419,trading-commodity-calendar-spreads,Premium,Yes,pairs trading; spread trading,Commodities,Futures,Global,Monthly,Complex,Strong,Yes,6.21,2.01,3.09,-3.24,1991.0,2012.0,0.82,1.55,0.530321455,-3.24,,,,,
#0262,Timing Commodity Factor Portfolios,https://quantpedia.com/strategies/timing-commodity-factor-portfolios,ELIGIBLE,ENG-420,timing-commodity-factor-portfolios,Premium,Yes,trend-following; market timing; factor investing; smart beta; factor allocation,Commodities,Futures,Global,Daily,Complex,Strong,Yes,8.04,11.3,0.71,-35.53,1974.0,2013.0,5.8,10.494954317242522,0.5526465218120082,-36.3540236036364,2002.0,2025.0,0.2600255802738304,,
#0263,Economic Momentum in Currencies,https://quantpedia.com/strategies/economic-momentum-in-currencies,ELIGIBLE,ENG-421,economic-momentum-in-currencies,Premium,Yes,momentum; FX anomaly; forex system; alternative data; factor investing; smart beta,Currencies,Futures; CFDs; Forwards; Swaps,Global,Monthly,Very Complex,Strong,Unknown,6.15,5.6,1.1,,1976.0,2014.0,,,,,,,,,
#0264,Dividend Risk Premium Strategy,https://quantpedia.com/strategies/dividend-risk-premium-strategy,ELIGIBLE,ENG-422,dividend-risk-premium-strategy,Premium,Yes,carry trade; pairs trading; arbitrage; factor investing; smart beta,Equities,Futures,Europe,Daily,Simple,Strong,Unknown,12.9,11.6,1.11,,2008.0,2013.0,,,,,,,,,
#0265,Days to Cover Strategy,https://quantpedia.com/strategies/days-to-cover-strategy,ELIGIBLE,ENG-423,days-to-cover-strategy,Premium,Yes,stock picking; equity long short; factor investing; smart beta,Equities,Stocks,United States,Monthly,Complex,Strong,Unknown,8.34,17.87,0.45,-36.18,1988.0,2012.0,2.74,14.22,0.192365099,-36.18,,,,,
#0266,Skewness Effect in Country Equity Indexes,https://quantpedia.com/strategies/skewness-effect-in-country-equity-indexes,ELIGIBLE,ENG-424,skewness-effect-in-country-equity-indexes,Prime,Yes,equity long short; country picking; factor investing; smart beta,Equities,ETFs,Global,Monthly,Moderate,Strong,Unknown,13.76,25.66,0.54,-47.02,1999.0,2014.0,8.9,18.80045316896066,0.4733928443115297,-47.02163645505269,2000.0,2025.0,-0.0179672248009584,,
