id,package,internalUse,grammar,materializes_from
trade_count,epoch-script,True,"vwap()  trade_count() → Int  is_study_asset() → Bool  # 0-input, datasource-aware",in_ebnf
trima,epoch-script,True,ema  sma  wma  hma  dema  tema  kama  trima  wilders  zlema,in_ebnf
trix,epoch-script,True,rsi  trix  cmo  fosc  roc  rocr  stochrsi  dpo  vhf  md  percentrank,in_ebnf
trunc,epoch-script,True,fn(x):  abs  ceil  floor  round  sqrt  trunc  exp  ln  log10,in_ebnf
tsf,epoch-script,True,,"NOT_IN_EBNF:fn(src,N) time series forecast"
tuple_expand,epoch-script,True,,compiler_plumbing
tuple_index,epoch-script,True,,typed:tuple_index()
tuple_index_bool,epoch-script,True,,typed:tuple_index()
tuple_index_string,epoch-script,True,,typed:tuple_index()
tuple_index_timestamp,epoch-script,True,,typed:tuple_index()
tuple_pack,epoch-script,True,,compiler_plumbing
typprice,epoch-script,True,"fn(h, l, c):  tr  wad  typprice       fn(h, l):  medprice",in_ebnf
ulcer_index,epoch-script,True,decay  edecay  stderr  ulcer_index,in_ebnf
ultosc,epoch-script,True,"ultosc(h, l, c, period1=7, period2=14, period3=28)",in_ebnf
upsample,epoch-script,True,"# downsample agg: agg=[""Last""] (default). upsample how: how=""ffill""",in_ebnf
upsample_by_interpolate,epoch-script,True,,NOT_IN_EBNF:L3 separate from resample (limit_direction option)
valuewhen,epoch-script,True,"nz(src, fallback=0) — replace null        valuewhen(cond, src, occurrence=0)",in_ebnf
var,epoch-script,True,,agg_impl:Agg.Var
vhf,epoch-script,True,rsi  trix  cmo  fosc  roc  rocr  stochrsi  dpo  vhf  md  percentrank,in_ebnf
volatility,epoch-script,True,"vol = volatility(src.c, method=VolMethod.annualized, period=14)",in_ebnf
vosc,epoch-script,True,"vosc(v, short_period=12, long_period=26)",in_ebnf
vwap,epoch-script,True,"vwap()  trade_count() → Int  is_study_asset() → Bool  # 0-input, datasource-aware",in_ebnf
vwma,epoch-script,True,"fn(src, vol, N):  vwma     fn(o, c, N):  qstick",in_ebnf
wad,epoch-script,True,"fn(h, l, c):  tr  wad  typprice       fn(h, l):  medprice",in_ebnf
wcprice,epoch-script,True,"fn(h, l, c, v):  ad  wcprice          fn(h, l, v):  emv  marketfi",in_ebnf
where_boolean,epoch-script,True,,typed:where()
where_number,epoch-script,True,,typed:where()
where_string,epoch-script,True,,typed:where()
where_timestamp,epoch-script,True,,typed:where()
white_marubozu,epoch-script,True,,candle:candlestick_pattern()
wilders,epoch-script,True,ema  sma  wma  hma  dema  tema  kama  trima  wilders  zlema,in_ebnf
willr,epoch-script,True,"fn(h, l, c, N):  atr  natr  cci  willr",in_ebnf
wma,epoch-script,True,ema  sma  wma  hma  dema  tema  kama  trima  wilders  zlema,in_ebnf
zero,epoch-script,True,,constant
zlema,epoch-script,True,ema  sma  wma  hma  dema  tema  kama  trima  wilders  zlema,in_ebnf
